"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","phenoid"
"cell3367",1.98153807123994,-0.542680004650137,6.67243326223065,8.18967212544628,-4.02368019647494,11.9403289849763,-1.50302511695038,-5.03277837694132,-0.0484410884971528,3.35241000309931,-1.97555763776077,-1.91522192405562,0.698168116422306,0.817058765490986,-3.68508015112003,-1.24247705455779,1.92095961765242,7.72698300274871,2.0194283184579,-0.987963950029306,-2.18589795052442,6.30901419974683,"CD4+/CD45RO+_Memory"
"cell3375",3.67840000262759,-0.198776492973727,5.73773518349246,8.69729708485836,-3.31376011812085,11.686637257786,-1.61934962762715,-4.38311220766793,2.12735709777198,2.03595338142081,-0.468962055255422,2.34861279392749,-0.833128636272943,6.24904520413762,1.76170771192715,-0.73007599574658,-2.65254512687454,-1.84914445349773,-0.789725460036118,1.63668306351142,-0.281196708429377,1.31352081687069,"CD4+/CD45RO+_Memory"
"cell3554",6.01068733466457,-12.9936294251236,14.3838346724849,-20.5379654493349,-16.5360742719265,-2.0517817259379,-10.1554470289722,1.25518878520216,-7.85882050207169,15.8159839996104,-34.3780169028729,16.0255969749353,84.1755334591686,-49.3007934323229,-34.3392745080512,-13.5627843472217,22.9465639696018,3.50997652887314,-7.56227682598012,16.7871191091075,5.50302778895735,6.02138604347632,"Dendritic"
"cell4216",3.46622938600789,1.05477553811902,4.64657091792502,7.10459854016845,-2.81369498215146,11.8911330107345,-3.33056106874084,-1.33813849196109,-0.414477388284714,3.54183465185518,-0.430324318705122,1.92330933782193,1.18289652840537,1.14590290471913,-2.66617603877396,1.22795845692174,0.589211267775259,4.32843308148748,-5.11058439669921,1.48742681839155,-5.26347244704643,2.84226913495073,"CD4+/CD45RO+_Memory"
"cell4222",2.1163298662632,8.08558869090276,-1.31371218121322,1.5748144955687,-1.95416050242578,4.87732473619388,-1.22617506653234,-0.142511354853965,0.033420294117093,2.90997880326205,0.231284922218355,2.00775128080272,-0.038717022442167,-3.20117173697025,-0.00591585444481587,0.149393686887134,-1.34230841353483,-1.44385158302411,-0.368002295977548,-0.305548606508923,-0.27893757749196,1.19259526298973,"CD4+/CD45RO+_Memory"
"cell4270",2.81373427968556,2.98324783271925,2.72049179785177,5.71815120693523,-1.06157596060537,8.73918931179126,-1.67888974434973,-0.911205785045407,-3.21580324864239,2.58762501615828,1.92262944088331,-0.752703090402173,-0.47953891254022,0.216863209902657,-0.614652849815095,2.26001122533343,-0.57096402591904,-3.44839939493908,-0.352822741856082,2.68508372416049,-0.399168209499637,2.21256586743409,"CD4+/CD45RO+_Memory"
"cell4487",4.98639119346456,2.62356901939164,6.32492695335687,1.3910802122238,0.987267423873399,-5.97818034024424,0.435021625796394,2.38258336700837,-1.27520034166106,-0.0074404565317549,1.05276301961647,-1.56663761016292,1.47624297802714,3.25259941981,2.41449137142429,4.34978317174306,-0.230875229513419,-3.2977290820635,0.756939933513716,-1.42366679469758,-1.53002706037538,-0.558922078623295,"CD56+_NK"
"cell4574",3.8388165759446,2.66830371657991,-2.3197142145856,-8.15265213683809,3.61432409922749,-6.05900032554937,1.01632199984967,-4.6015762018488,1.78458319220103,5.74192195226207,-1.57862748249166,8.21381893752944,-0.0652501280198562,-0.888261654947205,2.85679264845792,0.305966790884266,1.02067950803611,1.56198462668408,1.29823647247325,0.37036906747883,-0.761109708635988,-1.32662757686824,"CD14+_Monocyte"
"cell4579",4.21649553676969,1.48592710875316,0.467777972436733,-13.4126830758756,6.68092317377042,-6.01359973866619,-3.63653746106046,-13.5635720974292,0.751755579239507,15.0623644764015,-6.33438833351028,13.0944848131225,-6.60475466296859,-1.36665886855454,5.89082918854857,-0.558364453785704,-0.332770731678477,-3.02429719968631,-2.72667412281263,-1.79053039818344,-6.51967613441109,1.56287413892866,"CD14+_Monocyte"
"cell4607",4.3575056260624,2.43976485850905,-1.60823829704296,-9.71502390137506,6.73981174683199,-3.99469812349045,-0.30266325390047,-10.7553121171173,0.604113630598715,13.447338976164,-4.31873388597007,3.92364741041213,0.699564052453748,3.54521206352608,5.21934570472628,0.438527830963446,-3.17766573712581,-5.26173882679523,-0.184661307992133,-0.991727187133027,-1.65764675832848,1.48873241227935,"CD14+_Monocyte"
"cell4731",3.10064380317129,-18.5848658212532,-14.1646449678115,7.68323474329888,-8.24078411361089,-5.68399946294734,2.22300618030222,-2.70935995456484,8.03019329317332,-0.869009356047801,3.27307583033611,-4.26821360092368,-2.32073071786674,-3.79025974713514,-3.93796709802976,0.0244422412435439,-3.93716993284006,-0.302596782513514,1.77781942827286,-2.95678617864136,-1.53310542200041,1.2044911911111,"CD19+_B"
"cell4751",0.61347559598893,1.06206310874293,-16.844003072176,-5.63346401784817,-3.13084553450552,2.61971474127223,1.02927897309016,3.20511081883954,-0.419766371234994,-5.49631568459602,1.39214596013092,0.705891733939182,-0.0988487071283559,-3.14983776817386,-0.637778611286692,1.67632085518233,-1.46095443361014,0.290644120689981,-0.0586766631511966,1.45351567456833,0.343289053193888,1.81496654270505,"CD19+_B"
"cell4753",5.74897080936717,-20.3563140690751,-15.5095297878105,1.51864695566585,-5.34618539582126,1.43045990458847,4.10271209230828,6.07289495644735,2.89165803886675,-7.12898482973986,0.704479670812233,-4.24517083924931,1.97297925040293,-1.08259240912839,-5.88758276823675,7.84335552541682,-9.21377319809978,-6.49196899928613,9.31008150146124,2.85959087747949,-2.37106272301228,-4.59021717356591,"CD19+_B"
"cell4770",-1.86684604461183,3.14701651333069,-16.715450276525,-5.20458038456975,-2.35282285495885,2.82177208952293,0.678046342992129,3.9534365414455,-0.679802081108097,-5.22858073687176,0.449085080018886,-0.333084974775387,0.299285378055953,-1.32054886850733,-1.46754290390349,1.53171848907091,-2.16826452237564,1.28805406718893,0.553212711361623,-0.425889516650905,1.22763701723323,1.15120038274935,"CD8+_Cytotoxic_T"
"cell4792",-1.88526635941335,2.00536672908877,-11.6389503753033,-11.3765977756939,5.52358884029564,10.7836099028381,0.834833018402771,0.697415259046483,3.22827022299036,-5.63866134329163,2.76497405579332,-6.72906031756597,2.23762839553708,4.82775945028145,3.48883311381737,-4.08882594754817,1.6134811749293,-0.179688673110108,-5.44487016820259,-3.63378430777926,2.79627994140595,1.76066818123547,"CD8+_Cytotoxic_T"
"cell4860",0.572882242095318,-1.09504546183673,-7.88525077510378,-7.29886541222353,6.30554910765695,9.77435791119506,0.749591420131977,-1.06582707528633,0.968601287401156,-9.25585152868724,2.74334943060577,-5.64293969154234,4.32261827674313,0.131769770243385,9.82901840340361,-2.76588246376118,0.183039578328828,-2.16983546475026,-10.4701336950644,-3.57000506235322,1.70804419214141,-2.14151469659066,"CD8+_Cytotoxic_T"
"cell5144",2.7377829686794,4.37779888362836,0.609039595877459,6.32015175939288,-1.75878657973723,7.18862179893373,-2.18816327333813,0.200637681480119,-0.239332283388502,1.70011000965129,0.502481885197251,0.332190884506545,0.954909672823615,1.24350146531111,0.634720350256208,-1.56913935344571,-0.904378175541985,-0.355736280739151,-0.847694740405186,1.66317073454631,-1.4135714644956,-0.388283811130784,"CD4+_T_Helper2"
"cell5211",-53.4186605812318,-9.32551927193957,9.01523776615313,0.485182453984632,3.16462037726548,-7.64647509553382,1.07368149501904,-0.294991248521632,1.11870915410991,2.14660106553788,2.88106853969084,-1.09926513539585,-3.14673815545604,-5.73195760399353,1.06052999289164,11.0230819125607,-10.9566311223306,10.5646456898415,-8.23820633607056,2.60368872906561,0.844000724356528,6.19517709416177,"Dendritic"
"cell5307",6.52109809258652,1.12875552502682,7.96199628155584,2.84871988676374,3.05763982488309,-5.6824956243538,1.440897872544,4.19484625300664,-2.20557582971036,-2.6101997235192,-3.09350278694221,-2.00358235142319,1.48171838438414,-0.770865539446712,-0.0660363099521189,0.347690965029502,-0.105986047153146,-0.0980190075854854,-2.20798510045381,0.656084096626442,-0.0704160189471819,0.893314498635876,"CD56+_NK"
"cell5310",5.88685280086867,2.02136346315144,6.06746767273237,-0.24216051957712,-1.1889879784609,-2.98402172769185,2.21309307443506,2.12371398167384,-1.37243172069369,-3.86316566251858,-2.31792588140178,-4.12041199309734,1.26527480220953,3.83454350075355,1.48397670155603,-1.22308501326524,2.34088446318485,1.17412741800484,-2.92417093628831,-0.735841742136153,1.78090137660473,-3.7058356382585,"CD56+_NK"
"cell5312",1.43884702102565,2.71517992245455,3.23570181840423,2.91469943978237,1.95177920351817,-2.49327978343065,-0.301711430313126,1.32794747350467,-2.87616978740081,0.354149542643796,1.64245848320749,-0.805750737330155,-0.903642295261824,-2.87674536536174,-3.11354044248428,-3.02659816079669,1.45716362898291,1.20922353775966,0.646895386170822,1.50967674303602,-1.76359589863101,-2.15912960364557,"CD56+_NK"
"cell5539",2.78534409721376,4.715043573053,-3.45503885436441,-9.74086219669929,7.37674982118433,-5.91690483874111,0.115434995146619,-11.1718879833053,0.312108286609977,12.0064145146977,0.710479229448158,9.44088884516469,-3.77227477434894,-1.04594286218189,0.583972605882914,0.874660066983259,6.72906423734544,-2.62926941430609,-1.78657768943203,2.95896433728535,-1.39163103616825,-2.16697324476152,"CD14+_Monocyte"
"cell5581",4.93397231774959,1.13485383232188,5.66383972203691,4.10764785828403,1.17744052624578,-6.0738186929449,3.25809769151972,1.08552132815873,3.4264550278086,-2.83928483843008,1.78910403875185,2.52392008253257,-0.920676781193364,-0.674412574998201,-1.51472713883795,1.73103876097362,6.19846934225081,1.5359905279501,7.34545432090852,0.274103585639214,2.43256729981442,-0.00107021341605871,"CD4+/CD45RA+/CD25-_Naive_T"
"cell5584",3.42370476067654,3.19688756536055,-2.18781044828915,-7.82775914293743,1.50077879081516,-4.42800777005856,1.38166277512901,-5.80097983226451,-0.942261262331875,6.10994645254745,-1.07763486093098,3.33293948770083,-2.31638574731102,1.71193249529285,3.34302833072799,2.32790353950357,1.68581478777101,-0.266276796870083,1.32542469308447,0.866339232747762,-0.289591550012025,-2.84320599172142,"CD14+_Monocyte"
"cell5591",2.44220788912479,6.96044856789373,-4.42363032278115,-7.61199006324141,3.43195607863596,-3.62562596623946,-0.177512950861776,-6.70094680127393,2.84534560129396,5.86244029376087,0.225651393061285,6.15863298115626,-4.36991829027626,5.92194229665723,-1.6752006274058,-0.859757247181863,-0.203230924332525,0.107967983761453,0.601128770857739,-1.37782453569236,1.3732400468346,2.92110169545399,"CD14+_Monocyte"
"cell5624",0.0809537574343279,9.75784082230151,-4.30610999767386,-1.27365582606217,-0.129203079837778,0.40111880850535,0.301948349456174,1.64604806211834,-0.573885630685127,-2.37241276810599,0.121447576207065,-0.0303820611758834,-0.751289682115335,-1.14595884698603,-1.38786850871151,-1.16375560991732,-0.0305171143828043,-1.78610643000892,-0.555178374102361,0.140921083648645,1.25881508628904,1.15636001664873,"CD4+/CD45RA+/CD25-_Naive_T"
"cell5638",4.87561949347566,3.85321807602583,6.00034554031779,1.93315801291488,2.38609069065407,-4.5673366420885,-0.199881660041547,3.92187779577356,-0.041180423523981,-2.20478536620777,-0.881768700221131,1.05972179802513,1.13450510826152,-1.95060706114174,2.06257119469784,-0.329059874349502,-0.106984934066356,-1.13409664105755,-2.11147381602365,3.03252925531894,-0.117449665225082,2.36661137120826,"CD4+/CD45RA+/CD25-_Naive_T"
"cell5893",-1.50889757234971,2.91567426971691,-0.0666033948037628,6.26667117104974,-2.21563062254981,12.8589599799212,-3.36099448102329,-2.7666334256995,-0.636902498904643,1.54255295139024,-1.0024726425007,2.00452181656134,-2.10384981588893,2.475886777385,0.667290149175602,-4.81734121713359,0.0901086134744788,0.0235842399504578,-1.88142594654923,2.45861336958168,-4.82668585518297,-5.09185702870785,"CD4+/CD45RO+_Memory"
"cell5925",-2.71565547976441,4.5263969549852,-16.0806015265373,-6.03499574319663,-4.53344814773139,1.61512385956614,0.191745336087009,1.52178827731006,0.957456333490613,-6.46008041742745,2.31650837028158,-1.66307070817839,1.29317025510796,-2.36617146177184,-0.273126724721485,-0.0556906302535093,-1.226667644592,1.28700783122028,0.874215239630478,-2.19944934130317,-0.719293433999722,0.837406346654147,"CD19+_B"
"cell5942",7.02431087734009,-0.367786642163532,11.0744527469559,2.7262547709323,2.62184384560698,-4.88813939798561,1.03492060998794,3.29247553989978,-2.42512018627902,-6.71395175028167,2.27647652288827,-5.00015589224451,-0.712353978565748,-1.47000767529056,5.22200526195315,-1.68967958818862,5.38769211942338,-0.145565784090672,-2.11029399727866,-2.52253634336894,-2.87808874561127,2.65830106317074,"CD56+_NK"
"cell5950",3.9202467581666,-25.413155313838,-15.2378111396736,11.4476959869571,-8.78890631144675,-15.4383296534806,-3.10430239778043,-8.40453907038758,1.75524709048456,5.33167273231294,-4.21098578343966,-0.718747175451403,-2.69957370710171,-1.05032937084434,0.339787341230034,1.08816459581398,2.93501667482532,-3.96484314580254,-6.98229866559782,-8.74843370107253,1.2133149474795,0.982446529804693,"CD19+_B"
"cell5966",5.5130105670369,-23.2511750870314,-18.5172054747867,4.86697562355006,-7.06077728035336,-0.549087980993928,3.18842556271968,1.9246801538968,0.157404497722876,-6.5665106267794,1.51597372370428,-3.6179002760193,3.85244192105858,-0.389057195387744,-0.507861133191325,0.418660603808122,-0.0107286164549484,-6.6384551232869,8.11985569950656,-7.39529855071965,0.82082977262957,1.77058504401174,"CD19+_B"
"cell5972",2.20512444885144,6.62648652318093,-1.12162380543345,3.9638233630857,-2.22485292484476,5.8397694443529,0.109829773754587,-1.58479026526761,-2.37379809397212,1.53144950360412,0.269793269660438,-0.80387398037042,-2.94160225254669,-0.610988299042952,-1.06004121607503,-0.691961178275158,0.585936431292644,-0.802308977662488,1.52592922528386,3.46828596295967,1.23091351756449,3.17147383948525,"CD4+_T_Helper2"
"cell5973",0.8155636865921,6.93098651116444,-1.61058679408304,2.48764652328125,-2.40651247509763,8.00664846439063,0.0321107929296808,-2.00215152852335,1.8138759826306,1.06605008112677,-0.973998213762956,-0.830666787926877,0.875763827760037,-1.02152859385804,-0.454459554927262,0.910900041696188,-0.388004272912334,1.61010580504581,0.440310936934438,0.845885466071015,-0.702813916305505,0.0224813966245026,"CD4+_T_Helper2"
"cell5974",2.41388132237404,5.41791252963983,0.512857426178655,5.66669707824212,-1.23515221479877,9.03526948530764,-1.32633712302958,-0.438012518622026,-2.00859201800567,1.75733749156335,1.07208608943131,2.20122993516373,-1.94515382355404,-0.456018247989301,0.799046990059611,-0.862127557844818,-0.980698686050338,0.643045757411618,2.40234133167,2.90734253503649,-5.55401062273707,-3.4425778399369,"CD4+_T_Helper2"
"cell6063",5.98787758920495,1.3791711540586,5.7556174614336,2.43329051843915,1.54114331395941,-7.16838543050771,0.303761048017705,3.66337934019264,1.89360389470137,2.90306816358968,0.746755333603351,-0.00678028640559349,1.51062678708458,1.3685874417469,2.76341744366856,-0.0479660789809661,-6.31415339758186,-0.838285194339939,-0.405206441511135,-2.45091640646703,-0.242059319345412,-2.14818569762455,"CD4+/CD25_T_Reg"
"cell6071",4.5348801879637,6.19007127874723,4.6652382761202,-1.31045655095498,-0.423884267116372,-5.7983191961074,2.28388009956078,5.69538889735176,2.43608915521367,0.18556741477676,1.58270194255106,-2.43919213734794,0.377190341335722,0.882716162313104,-1.31688029331087,-3.73259302717073,-2.97740768548555,0.810462576655211,2.98196024898075,-1.59453494130318,2.40523384010292,2.27149836504536,"CD4+/CD25_T_Reg"
"cell6080",5.41747553479642,6.9209989867451,2.83427682226037,0.106277372753994,2.57946570244753,-5.75627673513559,-0.657304671483336,2.41204674168104,-0.804379357961685,-0.491476211000904,-2.35318565290971,-2.71607424519238,-0.962612163656593,1.15312831142296,-0.474161379234353,-2.01253867199342,-1.09537215195734,1.07965862594204,1.3157698306557,-0.359857868556157,2.10341840139381,-0.150910021943202,"CD4+/CD25_T_Reg"
"cell6081",5.68159256030057,2.3465379538767,5.62843014564202,2.63394912908378,0.573861496689322,-3.94042025132597,-1.03384303412285,0.185051464925373,0.345644381675834,-4.19682877991221,1.30610181215158,-0.74118910699781,-0.277520467244125,1.69239856791943,1.69619298708692,1.24157891591339,2.15934733948097,-0.34282519344699,-0.708586056378495,-0.95237795353431,-3.31652796355695,-0.727578825813201,"CD8+/CD45RA+_Naive_Cytotoxic"
"cell6356",-45.160952100767,-2.28215620832133,1.71058381218688,0.65621522305375,2.30038498178274,0.0413963263261992,-0.222742542033096,0.119050769495108,-0.833814758920227,-0.352629089745208,0.4108171637548,0.0857518991732801,-0.182916606087582,0.773459061150159,0.848960931220309,-1.50888793913855,3.36289021081023,-0.658074019488473,2.08289386953347,-0.592416622475546,-1.16980097344808,-1.18140516928545,"Dendritic"
"cell6679",4.20744255994946,4.19676252854626,3.80254115057536,2.45172401280259,0.326222778126005,-0.728785858440031,0.751897454914424,3.70885395515104,0.0168973862496396,-2.18683742533862,-0.488619539207391,-2.26727256681861,0.541576917332186,5.71266485841399,3.0560808635159,2.30143728402908,3.16352300508581,-0.941561256509038,-0.532346485260047,-0.820876109129214,-1.72812647697311,-1.36158527563351,"CD56+_NK"
"cell6688",10.1530135816723,-13.4046326476886,19.6190571245609,11.1535121282673,6.11852358898198,-3.91788211928823,-0.474032049894878,6.05310915279312,-4.38046986155105,-6.06708765150043,-9.70683816459355,2.05054845770088,10.8364219231681,5.3694407655969,7.69907878432597,31.0543800184426,31.0769275946967,-18.8292061780425,-4.04749891925567,-13.4160201973366,-19.0985724878213,-5.53348679374906,"CD56+_NK"
"cell6693",2.91980681113259,8.80094776861623,-0.426556135355376,1.83996559947435,-0.301452230247166,-1.03595518420392,1.25671844124941,1.42742541830648,1.22557574119106,-0.752342701258671,0.987358026356825,1.70851317700226,-1.57051638205215,-1.11572762833593,-0.747161150029543,-0.606424952898794,2.02672324076847,-0.4027436952247,-0.0872857928690405,0.912938183583856,-1.02325532485411,-1.72198563192336,"CD4+_T_Helper2"
"cell6694",5.7707637634105,3.26124382635619,3.3611358214796,1.25513274335783,0.237014781225336,-4.39340744723768,1.15662264231275,4.24736772132674,-0.344046822543003,-2.01988315418109,-0.159269284975233,-2.09065235311627,0.766302069188985,0.50474214276206,3.49197081502171,0.259502561893954,-0.617863012367226,-2.50910376857088,-0.20334721245133,-0.614062141972733,2.28968265511792,1.02004409789543,"CD56+_NK"
"cell6701",3.00415327553339,3.38068470073369,-0.660825740964328,4.9221635807648,-1.71778221414082,8.17131996101694,-0.96249620270175,-1.90912062257754,-1.07709791851387,1.65875560566972,1.50277178188568,1.45796301830195,-0.116288953976474,0.504481488270428,-0.616991869443406,1.24943463713703,-0.24239356939442,1.58545928961472,-2.56112720158267,0.564097094815817,-1.07602952317589,-0.371853776384611,"CD4+_T_Helper2"
"cell6710",4.35677378970628,5.18937065214456,1.62251472322329,2.94778492379757,-1.25379580457422,0.452682200052776,-2.07530563620561,0.281362743167352,-1.28332953635371,-1.00888373003994,-0.327463074506558,-0.420645372771131,-0.647432241078386,0.382283160702432,-1.61075678992686,-5.22044631528863,2.140010964107,2.10066864496526,0.72937246308914,0.197704847171351,1.88086090631032,0.851355353326031,"CD4+_T_Helper2"
"cell6844",7.96965222381929,0.070850544890769,9.79224977457524,5.44414612589729,4.81359442447784,-5.91752004453541,4.99652276718211,5.48243206169446,-1.63873533969396,1.39898478624641,-1.49130513290356,-4.93998389302923,-3.25977261531032,-0.724316215094856,-0.261515001293622,2.63999255422681,0.0399383706364973,4.34456143115228,-2.49293246763264,-8.01990651626834,0.260235746910452,-3.46840718419862,"CD4+/CD45RA+/CD25-_Naive_T"
"cell6885",4.38076091348936,5.33529834457826,2.77380372038755,2.77680086922776,0.330725945388102,-2.08172496531437,2.23298080014267,1.83732416981791,-1.07259338360039,-2.42873899824498,0.439843403166345,-1.16368019628866,0.115265598529612,0.566957047156701,-0.609343997696795,1.2467416929851,-1.03830798186751,-0.647719757809473,1.32537185095659,0.115504898940949,0.731587763188394,0.67462001049332,"CD4+/CD45RA+/CD25-_Naive_T"
"cell6935",4.0146669902121,2.67346144479226,2.45216807915414,1.62818261436597,5.17481642907794,-1.26909977457364,-0.82658142949186,6.71641901537392,-0.662819828072418,-4.02889793011332,0.145132885501012,-4.65942613590435,-1.34861282386942,4.41124595864394,0.839229302061853,1.23236951120475,0.309869472886559,-2.54614478905986,-3.05659496317641,1.92682194195491,-2.15724380736935,-1.44056711895617,"CD4+/CD45RA+/CD25-_Naive_T"
"cell7106",-1.21411260650588,6.49650017791739,-1.29990643313997,2.98600534092339,-2.79465969734112,4.48856692755976,0.187123093908223,-4.16331059941009,0.378261164233279,0.365804716014142,-1.18530748438211,3.02038214836786,-0.6700247172525,1.2375933331052,-1.95443929746943,1.79983320899794,0.955548662011341,1.026468101292,0.11781188597263,-1.08900306434257,2.04887942624973,-1.66480806345608,"CD4+/CD45RO+_Memory"
"cell7137",7.26440463003066,-6.22049222636241,11.3272739825859,9.58342681574616,-2.6702429744722,10.3326129819272,-2.93782385779383,-1.88752303875858,0.660944125189621,16.1688529054108,2.5446625609445,-2.44625659996122,-1.7595120658928,-6.17133993463349,0.880590827789353,12.2268747113515,-8.33031409259602,-2.05985613582444,-4.1071843165032,2.76454658613977,22.4157543360142,-4.08268461360536,"CD4+/CD45RO+_Memory"
"cell7197",1.91788995784645,2.68763325954773,-0.236561680117579,4.19145027381344,-6.50875493599027,12.1269709573039,-1.83631303440085,-2.8300886400426,-1.14979000354968,3.61538257174444,0.954150842833028,-0.0781072203930825,1.06495430696809,-1.86268485276845,1.17565668081724,1.30216946909864,-3.55836541963782,0.885658282200104,1.40042698806173,1.15386224755738,0.870471971817375,-0.109389737483237,"CD4+/CD45RO+_Memory"
"cell7491",6.00669619658185,6.08954756909173,5.03431352631133,2.7066257867948,2.62964282160566,-6.23415824322913,2.28880841672729,2.80760366714944,2.25031452756369,-1.71986974637153,-0.883415069337916,-0.220223023248003,0.0147464952222585,0.741291255360015,3.3666450994674,0.225805762222917,1.0064240456137,0.951511609423424,2.12462309905259,2.5180496244218,-2.59778998628722,0.311276936699751,"CD4+/CD25_T_Reg"
"cell7605",4.43905038130721,8.23626936931254,1.92511432733512,-1.09229592685449,0.0242395675788374,-4.29464256945429,1.04454956938521,3.31901010588491,2.46007730207968,-0.572507506665405,0.528939615852869,-2.97397022827873,-3.64264031143475,0.40618404062047,-1.84970787924224,-0.455998954313096,0.0171135312063738,-1.23221910518081,1.27582485580964,0.0281212014682656,-1.82111860152105,0.621922200157615,"CD4+/CD25_T_Reg"
"cell7649",5.00409687301649,0.122055206436738,7.54189697193026,3.89399158068209,2.56493088644738,-6.8341944706219,2.19076553445053,1.26958750299877,0.299216307539819,-0.86910748615707,-4.10168215949904,-2.80777990277991,-0.699703516105758,-1.49623811013908,-2.60576539349196,1.83324678336265,2.56598557692204,4.08549763728911,-5.96129032834589,-1.28939418703483,-1.84588257786755,-2.90654373661938,"CD4+/CD25_T_Reg"
"cell7926",1.48310447569888,4.33992548332273,0.398261514888297,4.34873747455902,-5.85499043491801,7.85726553350695,-0.0818388628856635,-1.99011019951564,-1.76553984705129,1.18827430257451,1.39227562056905,-0.783096851529014,-0.97796592835594,0.84075230814885,0.640721601684025,-0.287489315470135,-0.374176848860116,-2.07880810056949,1.48582051073807,0.620593855408024,0.445569892691702,-1.04016658021474,"CD4+_T_Helper2"
