"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","phenoid"
"cell1240",4.69974954208388,25.8465926809359,10.4225443213026,4.45514753579389,4.33818778112746,5.31441644648857,13.9356549775473,-8.30590083787142,6.30890816435476,-1.04117886603326,-0.985613791910509,4.53564722044718,-0.230393172492356,4.53322371088887,-1.29328630388712,-6.09648778721056,3.27009760124063,-4.49817961676375,-2.77368441543419,3.2628799037662,11.175853800158,4.03352516056524,"CD8+_Cytotoxic_T"
"cell1251",5.66803585542751,9.43318121161017,-4.39437030967143,12.2799709756099,15.0531519595824,10.3656732443253,2.74417498836124,8.5253860566359,-15.0131288595203,-15.3436832621165,5.44984144770156,-13.2656227336805,11.0239205711051,-20.08960469022,14.40752857682,-8.58405416478199,-0.794648537717803,-22.4901286605454,-0.0932138356518753,-7.60111431110839,-0.966720848609948,21.2392228835255,"CD8+_Cytotoxic_T"
"cell2438",-45.0896984403694,3.12276078536827,-2.36899872320133,2.42476956246642,-2.15468858491835,0.979630061892221,-0.408580982058463,-2.98185545899491,1.0877362965452,-1.27625832230846,5.14353398770241,-3.85323241606892,12.269477163449,3.89323810353165,-6.55650004379281,2.12947268992025,2.09588443977447,-2.24028186933903,1.66637228525949,2.40702706573253,-0.756730237905578,-0.413003050925514,"Dendritic"
"cell2624",4.79325634733695,-5.62183497204543,-4.99928290123235,-0.149387520486812,-6.8677777999566,0.388380246889569,3.28547869707247,0.150206306113966,-2.18958546471476,0.710578934346434,-0.285049568566605,-2.4972204885444,0.33009146067563,2.83741160005715,1.00699315247495,1.15442463543616,-1.30113865115129,-2.66725178797456,-0.274532881494803,-1.87709708411237,-4.7180024346929,1.25108820211827,"CD8+/CD45RA+_Naive_Cytotoxic"
"cell2625",4.75719247073338,-5.31718210484204,-3.49181974705587,0.121779937431911,-3.86348757732928,0.282480728292597,0.318085403576675,-1.463771592379,-1.48896366364381,1.39152520340572,-3.05339658159369,-0.855847704823333,1.46902764924608,1.51221195713727,1.85491522482544,-2.28345632684159,1.32193064698479,-0.219377852072544,3.31440938215953,0.827970394589973,-2.4841686803218,1.98050804679958,"CD8+/CD45RA+_Naive_Cytotoxic"
"cell2658",-46.7806983922685,3.90799157084219,-4.60012799852193,-1.21702611253213,-0.0711284999748395,1.37405410943052,0.529133569075936,0.635547578286247,0.30193886296376,0.919217216874712,-1.9498318814329,1.36180174788922,-1.62577021009027,-0.680273539976213,0.011029472629567,-2.49769645410835,-0.112793925092361,0.901175209368897,-2.68321106425147,-0.233017276974354,-0.787831973759265,-0.621113512102716,"Dendritic"
"cell3238",7.71341175910411,29.2915503756136,-32.883118042238,23.3667523349569,10.5732570759064,-50.3722721627917,5.57916012864131,53.0080642121342,48.9005542916114,83.300703465996,36.5400824347717,-8.42626908359987,-14.8849849495316,-29.0815952526757,10.2695880784848,-5.28822849244635,-10.2801180334501,-8.86275159877379,0.226806771205178,-2.11659816919429,2.18521990870553,-0.105827429434116,"Dendritic"
"cell3365",1.85470503377896,-1.96366584945517,0.0270370411820434,-11.9432304607169,8.13318688112575,-0.236596469035527,-3.82214155116718,-1.27881441652448,0.911322250434267,-1.92136841485777,-1.09240379587171,1.36522430007462,0.792099633463912,0.676124683914368,0.537714131555064,3.34747472470588,-0.208887139762652,0.534139429823003,0.317223142963183,2.91088558756682,3.45374143567217,-1.46758389302214,"CD4+/CD45RO+_Memory"
"cell3367",1.87645285918717,0.445862131188343,-7.43351559116434,-10.7787671710793,9.77859496560066,-2.51949419999,-3.63959109330381,-1.01452826229602,1.6400284696053,0.247765611556018,2.24319645517403,-3.61752588125344,0.63319552626712,3.99793476695882,-0.132674358021807,1.84059427803894,-1.14658734791031,5.05195412888755,0.27526432589116,1.9656892691303,-4.87969162674731,-0.781839618583897,"CD4+/CD45RO+_Memory"
"cell3375",3.42232868905548,-0.228149839348646,-5.92954788614462,-10.4932887242246,8.77772833187754,-2.0152100713952,-3.46573640668559,-1.20818367046374,0.118757571591943,1.35118987051006,2.91668166413019,-0.516156719038278,-0.975191244130815,2.54674433934614,4.1713483366416,-3.46846878722606,0.225754373779674,-3.40839621791936,0.600904405129494,-4.14588695087332,1.52671110034487,-3.57815248762041,"CD4+/CD45RO+_Memory"
"cell3386",1.80782633471236,-3.73258267813399,-0.58597532716183,-9.551519095857,8.75358718024582,-1.16714274945093,-4.49485316662226,-1.0519434696299,2.33703739721947,-0.635014497068442,0.551972482798762,-0.574412522888055,2.00901220401286,-1.75550987225989,-1.0494279251483,0.74350284163989,-0.738972834652136,-0.314806361643611,2.97105741898459,0.946338742322675,-1.14836440583325,-1.77088048697021,"CD4+/CD45RO+_Memory"
"cell3554",5.98093570177817,12.340255293995,-12.8372839839214,16.74408284225,0.837191460270595,-28.4028114337761,-4.42054748149854,-15.530185973451,1.87233776590971,-16.8602554688348,19.6114774878653,5.23107421947901,-24.6389850575905,-7.70235867747255,3.43162659641401,17.3919402705324,25.2123670302573,34.7753001868304,32.438038651466,37.2159424938789,32.1151236026545,59.8622538837814,"Dendritic"
"cell3906",-41.4352836868103,-0.0624647645786185,-0.0189142082409544,0.363721774935178,-0.318903539207907,2.50431679811022,0.997914918388727,-0.60177448165544,-2.53912484856324,1.26302026245595,-5.49700189756391,2.76419409185119,-9.08536061031316,-2.25548798477354,2.48859280003042,-1.21180521043577,-0.426665115613814,0.255369508049506,-0.185847502039035,0.169420394275745,-0.941363120345678,-0.356771781548385,"Dendritic"
"cell4216",3.48759126836191,-0.88960055019945,-4.13748748470155,-9.77534380915579,10.5389345600246,-1.53474662930478,-2.18792364610745,-3.63072782960309,2.53923906099471,0.391475723037289,0.441716708238281,-0.493152691654989,0.491597537031054,0.975261338737353,-1.8782070811549,0.415625453690712,1.2185583083728,-1.14939737000555,-0.422642595859218,-1.51900740656315,-1.65200899678902,1.08097732630118,"CD4+/CD45RO+_Memory"
"cell4222",2.06783101881894,-7.68679055432983,1.81723064309291,-2.77132166837907,4.42492712079024,-1.56529109065097,-1.4635196192512,-2.95599311509873,2.85306986083536,0.0510377889051208,1.27168999343736,0.411190521046214,-0.925216121500467,-0.91899840510202,-3.36634018268117,0.795165726689101,0.444957793733045,0.00954899342573734,-1.01823042922735,1.92618344919919,-3.29401466092534,-0.804674134932042,"CD4+/CD45RO+_Memory"
"cell4270",2.88968190264439,-3.1466284287024,-3.01429748264119,-7.1956155627423,7.95642783862129,0.0212643300634839,0.0805609709748694,-2.33708528321245,1.4697256365998,-3.11234763369654,-0.401875776453707,-3.08304929336612,2.34162312474794,0.281985645300915,1.42458442865223,-1.82835374608532,-1.41298177388069,-0.27373399766799,-2.31525634173557,1.16273089498534,1.07532693902234,-1.45229236074556,"CD4+/CD45RO+_Memory"
"cell4287",3.69979181370139,3.87140729602103,-6.60914416602699,-12.2349711218563,11.6370839947939,-2.4391007317072,-4.77402569141311,-1.69083824636178,-0.738112324546428,-0.339076295234939,2.419431157117,-1.09383617601717,-0.607681855001574,-1.40111754734522,1.27201129582766,2.68639129827365,-3.16833113154431,-1.71789597582491,-4.00277157552077,-5.47979201614725,-1.38343869138413,0.0290181921179622,"CD4+/CD45RO+_Memory"
"cell4487",5.11582434127273,-2.46856672386741,-6.29564224639156,-0.00173043191944094,-4.60174694127368,1.72681898573322,1.71675625438552,0.53023970803599,-0.934093494784774,-1.29954999212357,-0.851584257890393,-3.96806476904853,1.44385343972701,-0.149336037144116,0.460784093202036,-1.0295774265369,0.160766534456799,-3.03346134822069,0.105787260540521,-0.276608720855499,4.99069365958785,-1.39485752058051,"CD56+_NK"
"cell4494",4.59831580773105,-4.71496729312268,-3.82633462286965,-0.33218178517417,-3.7535596361044,1.85218267122258,1.5617139809744,-1.82643649514356,-0.0883573422272785,0.978632752961814,-0.627470490543311,1.52469326564796,0.444778531107295,-0.46023479126003,1.1139231461595,2.50256883127983,-0.000902032173241225,0.048725324608872,-1.00589518810745,-1.72959309267248,-0.650793600147083,0.607999692187637,"CD56+_NK"
"cell4574",3.86349067356902,-2.00536815400301,2.49433710505386,10.2946555170583,-1.1787706514434,2.9783981986789,-8.95410953677499,-1.270529976219,4.05421242322891,0.391796930685566,1.05128853738683,2.3153184038056,-2.59369675674116,1.0383634931836,-0.453473715130639,-0.638120051737717,-0.210960725471702,-3.73285381858338,2.12394339871555,1.35015771574245,0.154390131622255,2.60227215629279,"CD14+_Monocyte"
"cell4579",4.16667349384082,-1.27351853727356,-0.0412913706025681,14.062624926895,1.22207475123135,4.73143078594798,-19.0042613058924,-4.32383189471843,6.5234756066067,2.76263094348616,-3.03993518701657,1.19607602197036,1.61800445972694,4.836312967239,4.1854240551647,0.465944287905068,1.65527155064099,-5.61186235457999,0.156184033429756,5.57315099424323,-3.81306729080767,-0.4412803243873,"CD14+_Monocyte"
"cell4607",4.39912888129203,-1.73143859622195,1.36755289943304,10.9732765574919,1.03929317957076,6.70291092742157,-15.9913615042397,-1.89860310754248,5.08976593182968,-0.503393185754978,-2.33678247012309,-0.983094089023544,-1.58360454786976,-3.70968309607718,1.78155264763033,0.225195116436741,1.05954763990509,-1.70435413736794,3.94397763997805,0.614427801548993,5.62774106399236,-3.21358572822757,"CD14+_Monocyte"
"cell4624",7.88638152126747,16.7316446218003,-13.1214588537065,9.22465980579504,12.3325231773469,5.53500533724155,-8.18234971032806,25.917939672314,-26.5496409560504,2.95353895978974,1.31887792662778,0.0579567322082189,0.335204058671033,15.5379584394746,11.5649062031592,21.4461213954293,-6.64487451732208,7.67095726496057,-3.34815575527138,-8.98609278845346,-8.20416570154363,-8.46008504336325,"CD14+_Monocyte"
"cell4731",2.67280137404518,18.1480212713912,12.8109971460664,-9.35956178629515,-9.10411045402637,-3.44571483686048,-5.86995982914975,3.34367355882056,-1.67196927556603,6.85124600576517,1.92126910184587,0.0897539034508114,3.50143609472742,-3.3119280917114,-3.3623528095039,-1.08930196815681,-2.46705291204078,2.28183667018221,-0.209805357834445,-1.3648331786557,-1.93917089690835,-2.38926504066393,"CD19+_B"
"cell4751",0.615903472767725,0.183985136945567,17.5653220364392,2.43581668981592,1.74276686717231,-4.94695750481358,4.67059973026923,1.87081196851225,-0.400229868771945,0.44868609696683,0.5503491198999,1.20754710619391,2.375096654236,2.01693442067779,-2.76755146367088,0.748997998780328,0.122316164881729,0.302358511982985,0.309745516274042,0.949321564472988,0.829796637390554,0.192610343966797,"CD19+_B"
"cell4753",5.15571062885773,20.7444041189549,13.8776250317931,-3.78350545654103,-2.32758106165229,-4.01271190621958,5.79624831329763,2.72672728604639,0.431295032695996,1.71630960636677,2.44416525396752,3.03212978466612,-0.403043737918091,-1.2809949161509,-5.66443442168228,2.44014196815242,-5.0503833024186,2.01919844466199,2.06014137207885,-8.45410398634148,8.62771658663518,-0.410974826035494,"CD19+_B"
"cell4770",-1.70425048708863,-2.24930766165803,17.5547839332467,2.9692190574564,1.60433066367277,-3.10684758632218,6.82572820353634,1.08259342541184,-0.638739314138892,0.244266355975661,0.0402785766615206,0.306710014784921,2.29547817734289,1.16155362149375,-2.17880153429029,1.12415040318656,-0.0192348457157069,-1.09933522978075,1.40653214460615,0.508475455637715,0.708740247010095,-0.888333462229021,"CD8+_Cytotoxic_T"
"cell4779",-2.28706330187543,-7.39388001769641,13.2140046699474,1.77261836384658,1.58370779946397,-4.2054493130992,4.76078384087805,1.64861991257699,-1.20996684077424,-0.416918136260521,1.60197413396627,0.899140380122002,2.01326990438428,0.0368752551516146,-3.22946728352666,0.265625013056749,-0.952846896906042,-0.483915868672673,-0.839677081531949,-0.289892412966916,-0.20011693094185,1.35249696507175,"CD19+_B"
"cell4792",-1.76261889655547,-0.363982649910561,11.719208560121,9.04919230511554,13.4911129753773,2.48028199423292,5.35494471219485,5.59540754957137,-8.5606241010059,-0.375009034888778,1.59009910207537,-6.3533130921064,3.61656244170525,-9.40427463598622,7.17280038190703,-4.29567253517687,1.60263613116845,-5.00409788011551,0.094841537916994,-1.76130741476196,-0.933153481762141,4.55945931689729,"CD8+_Cytotoxic_T"
"cell4860",0.401596884626872,2.40193862966922,7.54779196758725,6.41483119921483,10.7604765194544,3.23923173197919,4.89840490155942,6.67253404821391,-11.0996016246374,-2.55016253149566,1.67890763275349,-2.59600041577282,3.42415452488893,-5.27941498664937,5.50802495023418,-5.0949263278097,3.06328136462288,-5.28988557056922,-2.15993861224969,1.25010354580315,-1.12500694843485,3.50654030072896,"CD8+_Cytotoxic_T"
"cell5081",7.01848452622328,23.586383373987,-1.27110567711054,10.3169581511018,14.503717217098,10.6458161584761,6.6653732936004,4.57317723223515,-15.5954862516358,-6.26441042181117,1.84485763296242,-6.82851926522022,7.34182976006122,-13.5995550525004,16.0668405164853,-7.7075485436588,-3.47726467705045,-11.2070851059726,-5.16889416577326,-5.52911371329842,0.319199628394318,13.4515777848488,"CD8+_Cytotoxic_T"
"cell5144",2.71534222694035,-4.08320941869589,-0.81248738810985,-7.56420537020939,6.39747623218167,-1.07690528550591,-0.709579795522325,-2.69723143006943,0.590350571746604,-0.7344935596225,2.15715639717599,-1.00819118895455,-0.067991099996667,-0.798223930194324,0.649676196606024,-1.01679814351303,2.52666026396403,-0.399536463712797,-1.78005805750643,-0.838318975959416,2.45536671194806,-0.823621433616711,"CD4+_T_Helper2"
"cell5147",1.75140905248326,-2.31716760688684,-3.83090418785515,-13.2686744649689,9.83189716659822,-2.38833080414442,-3.99784445522413,-4.69692715174063,2.05592462394875,-1.19568253877762,2.49856993546693,-2.07241120188961,1.44901059898487,-0.483677605940758,1.07238666673116,0.361326280025149,2.26917849869508,2.26751741881985,-2.37023847935198,-6.18458329187166,-1.42253425027531,-1.2695436675135,"CD4+_T_Helper2"
"cell5211",-52.5885688464079,7.71474297722299,-9.36273531804266,1.92105382479131,-5.04471798649599,1.36439813703553,-3.14736099435217,1.25827717830763,2.64067924592037,-0.844877373916865,10.5122451714139,-5.93015940893365,22.9251874870099,6.82031534446334,-6.94710923041697,2.49913301403583,2.94468396369739,-4.09707900673784,2.02544412882137,2.09843756981433,2.28843421496659,0.85055764240273,"Dendritic"
"cell5307",6.27703278356689,-0.599265873283797,-8.15876494901001,-0.0953703993195985,-5.98497538386692,4.73860722301948,4.7066053206723,0.897844444543293,-1.08175062526091,-1.69490643238931,-2.68788266198618,-0.504817605556872,0.547644926487949,-0.400731123718737,1.80507169693293,2.0568250519457,-1.83972009559434,-1.08322330176747,3.10817518923992,0.78364456360785,1.90165287372954,-0.0956159593643194,"CD56+_NK"
"cell5310",5.62880099005224,-2.44655416501896,-5.61254440002684,0.831211604147459,-3.81934072081678,-1.52789618514591,3.59467245101373,2.9992266264772,-1.4767055831331,-0.585954581712476,-3.2125398709691,-1.10033712454509,-1.18170617411159,-1.57246857482389,1.95099944045804,2.00858706850355,1.88293128199773,1.68362643823401,-0.0479689022479524,-1.04674557728844,-0.899302233265097,0.27111329445669,"CD56+_NK"
"cell5312",1.53639208174382,-2.20721153481315,-3.42588258165454,-2.13724158006225,-1.28814808383985,4.06217348354338,0.0643804819477111,-0.567523070399711,1.14096897448895,-1.27320473404888,-3.81694313930508,0.0250597915940108,-0.448400373576646,-0.318119754887307,-1.07453758771549,0.345631967634772,0.0108936490417014,2.02626641874416,-0.176464476197721,1.10420998078295,0.685899862265914,2.65043413766862,"CD56+_NK"
"cell5321",4.1147637727485,-5.13606624432142,-3.32430015713409,-1.00668637082845,-3.53828833343669,1.14405083816495,1.52019278462916,1.20010604924928,-0.135996827108436,1.05720615026793,0.56654965833495,-0.700981106422318,-0.492731961544525,-0.941253531236779,1.27249705978436,0.384692377089145,-1.8256127240764,1.87981886356723,3.62719682849753,0.95213492826684,2.23377792895413,-1.88335896169329,"CD56+_NK"
"cell5539",2.94852151564276,-4.03917693985202,3.20027764246972,12.8026677671418,-0.974360789215468,5.29986022079215,-14.3832026774473,-2.80108979328364,5.41171763506099,-1.17683329941807,0.193881942637552,0.97478717702809,-3.18803007718938,1.97652202976103,-0.587419531859013,-4.06561059687165,1.19583287263839,0.278849692179929,-5.71643483364439,1.83182194925908,1.12727228194745,2.03598582641279,"CD14+_Monocyte"
"cell5581",4.5716796481104,-1.02806130795934,-5.21430676430339,-2.25343863808222,-5.99401282331548,2.20461217243401,0.0928195484851345,4.58175196605574,-2.02768003963471,2.9566837864477,0.565224391989751,2.77600927056333,-3.55107965126924,0.464690519515781,-4.15423771925424,-1.80129634279485,0.0205093791704272,-0.716774786100418,-5.83340824093684,-0.315655200195726,4.62474522316972,6.26363287356198,"CD4+/CD45RA+/CD25-_Naive_T"
"cell5584",3.43696465917188,-2.84098361218936,2.23098353312005,8.1492005518155,-0.954775782664324,0.278635914298286,-8.17362452147033,0.280946809865954,2.99551883420514,-1.30162462446355,-2.13643711596274,0.567754997237128,0.0378966273804475,-2.11648006532064,-1.40906292092509,0.985279626249702,1.67567940504642,-3.75552570759641,-3.26676983258163,-0.138560938700194,1.67856040331482,0.270089935777479,"CD14+_Monocyte"
"cell5591",2.70832101655335,-5.73493128451774,4.29872910371433,8.97404205643543,0.76591280726335,2.75808824559024,-9.73906591501081,-1.99656370099451,2.52034102590652,0.847092756584462,0.107675336600907,-1.24845745997731,-2.26125980306138,1.2548367602314,0.768386503209011,-3.68828765999576,-1.02782243966955,-4.08161849436129,-0.256090127085429,-6.74109503278307,-0.69131753303512,0.188601852232558,"CD14+_Monocyte"
"cell5624",0.248273563188322,-9.7419391578475,4.56789266903596,0.519050580279097,-0.108529380446986,0.166790646017459,2.72735995602422,0.180315597293327,0.213552305763499,0.42163741882158,-1.64456883256281,0.808181041079645,0.310553779833987,0.854050607881036,0.517389651150694,0.149452694008839,0.482873499653241,1.38884899244956,-0.934387197826134,-0.0663311248270593,-0.725204729350601,1.54528467293582,"CD4+/CD45RA+/CD25-_Naive_T"
"cell5638",4.88906544731089,-3.53878888533131,-5.36950535614417,-0.611130109424095,-4.8168215774078,2.69509851987875,4.67146599207792,-0.221477020570771,-0.347126561983417,0.387138201151331,-0.816522253398488,-0.343248862098261,-0.578163485041047,1.21389058383043,-2.12303525050594,0.538530781629038,-0.974532964380308,-1.91858892681168,-1.21536905981413,2.65920874113021,4.75766276824022,1.86530287186572,"CD4+/CD45RA+/CD25-_Naive_T"
"cell5665",1.59661620186492,-7.9925583473539,7.67934926109593,8.4956508401584,1.111384794668,0.301439822062706,-5.80227643217232,-1.90186076522479,2.50152020746865,1.28610743107994,-1.22691409567627,0.432000054971008,-0.452976716667146,1.69945774056791,-0.507882000512996,-0.474746415209709,0.624906698375316,-1.62563210821878,0.285709095554804,-0.546395333287971,-0.0817739398732945,-0.128353409113942,"CD14+_Monocyte"
"cell5739",4.95716600496754,-2.1441107030704,-5.79261218819777,-3.0622702175321,2.77515837642051,-0.588090704574026,0.0403014151936839,-1.03859959576989,1.05060791764842,-1.11368424497262,-1.92491734148019,0.330420786906449,2.23747095644743,-0.0226832374371726,2.92168849509116,0.599815961942257,0.359284505267793,3.30750257063274,2.36909727128939,-0.767361433145002,3.10298999018707,-0.411360889786715,"CD4+/CD45RA+/CD25-_Naive_T"
"cell5893",-1.80937560767676,-3.11012665631279,0.183675452965818,-8.48921622486463,10.5097210254471,-0.895567261447739,-3.32366898756809,-2.54650224625659,0.744503034928454,0.512041201417417,-0.55230338676556,1.44167124162138,-1.20983276674148,0.829842960589837,1.05304114586963,1.01460100398356,4.52748006326238,-1.0979810546691,-1.66624929043742,0.845865986742156,-3.43311971780202,-1.83870580263739,"CD4+/CD45RO+_Memory"
"cell5925",-2.8015783950376,-3.65278816229997,16.9474780207656,3.45272576859307,1.09575302009565,-6.30509575063011,4.68141732174944,1.73059941718426,-3.4549113677958,0.187893081209858,0.746304239001428,1.25759050749101,1.64703537503522,0.445963547756868,-2.4696240868028,-1.00307922065206,-0.00456741298588846,0.0586210640512991,-0.148057884832847,1.16684333283544,-0.092814285021611,-2.76830658283546,"CD19+_B"
"cell5942",6.69017895029465,0.675640457239734,-10.7021619442846,-0.242259953644839,-3.50257313277198,1.9811900914431,4.4425771245415,2.19974191195698,-5.40357171679573,-1.85366207673243,-1.29186825950337,-0.943641922940581,1.99376334526527,1.61894691916283,3.44626068804215,-3.96151712460151,-3.88107079712749,-0.394562304393361,-3.88485932799166,1.86963969958858,-2.12276163248433,6.7021470812993,"CD56+_NK"
"cell5950",3.43911897347758,24.8516901577932,13.0270795794493,-8.97565207412759,-16.9422899729546,-3.23529755389421,-10.8978239111655,-2.35888791031939,-4.82704191416981,-2.2850396322341,0.678029941523501,-1.2366178334562,-0.210349927374959,-1.69146528646807,5.94435159892365,-0.0776422338683441,-2.88883160934176,-1.99212995821271,-0.581029997933834,0.0310120742115969,-3.06371907463744,1.03514256177625,"CD19+_B"
"cell5965",2.08524103434599,-7.93027059590536,4.46083173283819,1.52551170039459,-2.6944495328529,-0.590141968857416,3.6594049232026,2.08176987839034,0.286391683814844,0.844017530597575,-0.455783410431181,0.28121629205536,-0.572588550658291,2.0165898586503,0.172211521195106,1.30609467223711,0.810687763723755,0.4012623642127,-2.0010830222461,0.613501020811927,1.58200435396214,-0.0541139813417222,"CD56+_NK"
"cell5966",4.64294304796076,23.650146101665,17.0941237517158,-6.95019120233846,-4.87676307154278,-5.82219144545392,3.16561880243286,3.10554495045341,-3.27543444753114,-1.86087155669262,2.17325760506156,0.928953303765712,-1.26113784935386,-0.744049277526354,0.688488357448571,-2.66918291309478,2.38120316853442,5.25417221293712,-0.799145658686555,-6.87155360225992,-0.00527651816090018,2.21409663875476,"CD19+_B"
"cell5971",3.66128708989394,-2.26770568843278,-3.9342422134938,-8.83817457311028,6.87807410284217,0.852696898864622,0.882253207268999,-0.741907383226879,0.53841978018226,-0.350596042976717,-1.87662494685657,-3.80502029788521,-0.535494605846685,-0.784423278224616,-0.408957060262276,2.07988350249211,-3.48682238987123,-0.879350458077292,-1.64259143491205,1.75013096357968,3.10463535488609,-1.85765725872292,"CD4+/CD45RO+_Memory"
"cell5972",2.17502094466281,-6.1453979597115,0.696619504389656,-4.94159709109082,4.50719685836852,-0.323847041335081,-0.922022670402826,-0.961175970439003,2.32762191693416,-1.75467574741119,-0.951025816214482,1.04075346366004,-0.275223799943073,0.563648948445384,-0.613448105921309,1.0076702738785,-0.768792565252721,1.53090917881304,-3.37427022176652,-2.07274697189298,-1.49989604210987,0.220105084603193,"CD4+_T_Helper2"
"cell5973",1.00087428113801,-6.87538533424964,1.48223287816141,-4.65440225220698,6.78327233191178,-2.58251394476235,-1.20903377139421,0.118636018158561,0.694649541342744,0.359007344054744,2.88398388778207,-0.872587285994668,-0.329309035825946,0.749189382906039,0.56952748942189,0.139830725862843,-1.14135544101019,1.75491949413714,-0.655312911652923,1.65949513016618,0.450234244732934,-1.23513570958828,"CD4+_T_Helper2"
"cell5974",2.55096806925754,-5.14665762402885,-0.554019224171955,-7.56088998901889,7.46771378504539,-0.46864908410956,-0.705447268006923,-2.36208362048367,3.12081702104403,-1.20449039669523,-0.317431695183175,1.76517294083748,-1.23864438882143,1.3953823992178,-1.7184378283245,0.458034817420337,1.70842699709814,-0.447497462210191,-2.78165813933037,1.07922646533664,-1.28765378668358,-3.5815691826333,"CD4+_T_Helper2"
